Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Joshua Mees,UB,BUND,F/M,5,88,0,5,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,1,0,0,1,1,1,0,17,23,0,2,11,1,4,0,0,0,0,0,3,1,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Mattia Sprocati,PAR,SERI,F/M,6,88,0,6,0,0,0,0,0,0,0,0,0,3,1,1,6,2,1,0,0,1,0,0,0,0,6,16,22,0,0,3,1,7,0,0,0,0,0,3,1,0,0,0,1,0,47,3,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
Josip Drmic,NOR,EPL,F,7,87,0,7,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,18,22,0,1,6,0,3,0,0,3,1,1,0,0,0,0,0,6,0,43,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,1,2
Salvatore Bocchetti,VNA,SERI,D,2,86,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,4,3,0,0,18,22,0,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
Mirko Antonucci,ROM,SERI,F/M,2,81,0,2,1,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,4,3,2,1,16,21,0,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,41,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Charlie Taylor,BUR,EPL,M/D,2,80,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,2,0,0,2,1,1,2,21,29,3,1,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5
Gabriel Martinelli,ARS,EPL,F,4,75,0,4,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,2,3,2,12,15,0,2,5,1,8,0,0,1,0,0,0,0,0,0,0,2,0,42,8,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4
Keinan Davis,AVL,EPL,F,6,74,0,6,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,0,2,0,0,1,1,1,1,18,21,0,3,2,3,8,0,0,4,2,0,0,0,0,0,0,2,0,43,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,4
Ante Rebic,MIL,SERI,F/M,4,74,0,4,0,2,0,0,0,0,0,0,0,1,0,1,4,2,1,1,1,0,0,3,2,5,3,27,33,2,2,6,0,8,0,0,1,0,0,0,0,0,0,0,1,0,59,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,3
Kevin Mohwald,BRE,BUND,F/M,1,73,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,2,1,34,38,0,3,1,0,5,0,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0
Markel Bergara,GET,LIGA,M,2,70,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,9,16,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Kevin Zohi,STR,FRAN,M,5,70,0,5,1,1,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,1,1,3,1,21,30,0,1,7,3,5,0,0,2,1,0,1,0,0,0,0,2,0,56,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
Rade Krunic,MIL,SERI,M,2,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,4,28,32,0,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
Niclas Thiede,FBG,BUND,G,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,30,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0
Claudio Pizarro,BRE,BUND,F,7,67,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,3,0,0,0,0,0,4,15,23,0,7,4,2,13,0,0,2,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
Juan Villar Vazquez,OSA,LIGA,F,5,66,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,11,21,0,3,5,0,3,0,0,0,0,0,1,1,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Albian Ajeti,WHU,EPL,F,3,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
Jean Lucas,OL,FRAN,M,8,65,0,8,0,1,0,0,1,0,0,0,0,4,2,0,0,0,2,0,2,0,1,9,1,1,2,60,65,0,0,13,3,14,0,0,1,1,1,3,1,0,0,0,4,0,95,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4
Moussa Diaby,LEV,BUND,M,4,63,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,2,24,26,0,0,2,3,6,0,0,1,1,0,0,0,0,0,0,3,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,6
Thomas Basila,FCN,FRAN,D,2,63,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,36,42,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,1,0,59,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Philipp Bargfrede,BRE,BUND,M,5,62,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,49,60,0,3,8,0,6,0,0,0,0,0,0,0,0,0,0,1,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,4,0,0,0,0,0,0
Denis Vavro,LAZ,SERI,D,2,62,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Alexandru Maxim,MAI,BUND,M,2,60,0,2,0,1,0,0,0,0,0,0,0,1,0,0,8,2,4,0,2,2,0,4,2,2,0,24,28,0,0,5,3,7,0,0,0,0,0,1,0,0,0,0,1,0,55,4,0,0,0,0,2,1,7,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6
Saif-Eddine Khaoui,OM,FRAN,F,4,60,0,4,0,1,0,0,0,0,0,0,0,3,0,0,5,0,1,0,1,0,0,1,1,2,1,25,36,0,2,5,2,6,0,0,1,0,0,2,0,0,0,0,2,0,54,3,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,2
Abdon Prats,MRC,LIGA,F,4,60,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,9,12,0,4,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,19,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
Paulinho,LEV,BUND,M,3,59,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,24,27,0,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Matej Vydra,BUR,EPL,F,4,58,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,6,8,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaromir Zmrhal,BRS,SERI,M,4,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,12,18,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Gaetan Bong,BHA,EPL,D,4,57,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,2,0,1,1,0,0,1,22,27,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2
Andrew Surman,BOU,EPL,M,3,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,23,27,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diego Lainez,BET,LIGA,F,5,56,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,13,17,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,2,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Marlon Ritter,PAD,BUND,M,3,55,0,3,0,2,0,0,0,0,0,0,0,5,1,0,6,0,2,0,1,1,0,1,1,2,2,20,28,0,0,3,2,5,0,0,2,0,0,3,1,0,0,0,0,0,50,3,0,0,0,0,0,0,7,6,1,1,0,0,1,0,0,2,2,2,0,0,0,0,0,3
Thomas Pledl,DUS,BUND,M,3,53,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,3,1,1,0,13,21,0,1,2,1,5,0,0,0,0,0,1,0,0,0,0,1,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
Marcel Risse,KLN,BUND,M,3,53,0,3,0,1,0,0,0,1,0,0,1,0,0,1,8,2,3,1,1,1,0,2,1,1,0,9,19,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Alessandro Matri,BRS,SERI,F,6,52,0,6,0,1,0,0,0,0,0,0,0,6,1,0,1,0,2,0,2,0,0,1,0,1,1,9,14,0,2,1,2,6,0,0,5,1,0,1,0,0,0,0,7,0,45,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3
Yannis Salibur,MRC,LIGA,F,2,52,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,18,24,0,1,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
Ruben Sobrino,VAL,LIGA,F,4,52,0,4,1,0,0,0,1,0,0,0,0,4,3,0,2,1,2,0,2,0,0,2,1,2,2,7,11,1,2,2,1,7,0,0,4,3,1,0,0,0,0,0,4,0,33,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Wilfried Kanga,SCO,FRAN,F/M,3,51,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,3,0,0,0,0,2,0,14,18,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,28,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Oihan Sancet,ATH,LIGA,M,2,48,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Fredrik Jensen,AUG,BUND,M,3,48,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,6,10,0,1,1,1,4,0,0,0,0,0,1,1,0,0,0,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Ibrahim Cisse,NIC,FRAN,D,2,48,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,34,43,0,3,3,0,5,0,0,1,1,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0
Jordon Ibe,BOU,EPL,M,2,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,2,14,17,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
Michael Obafemi,SOU,EPL,F,3,48,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,9,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,4,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
Michy Batshuayi,CHE,EPL,F,6,47,0,6,0,0,0,0,1,1,0,1,0,9,2,0,0,0,1,0,0,0,0,0,0,0,2,19,23,0,2,3,2,6,0,0,8,2,1,1,0,0,0,0,1,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,3
Gerzino Nyamsi,REN,FRAN,D,2,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,15,19,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1
Giovani Lo Celso,TOT,EPL,M,4,46,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,1,0,1,2,26,28,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pione Sisto,CEL,LIGA,M,5,46,0,5,0,0,0,0,0,0,0,0,0,2,1,1,6,1,0,0,0,0,0,1,0,0,1,38,43,1,0,4,2,4,0,0,2,1,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
Laurent Jans,PAD,BUND,D,1,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,15,21,1,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
Thiago Maia,LIL,FRAN,M,3,45,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,4,1,1,29,37,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Guilherme Arana,ATA,SERI,M/D,3,45,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,3,3,2,2,18,24,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Louis Jordan Beyer,BM,BUND,D,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,9,13,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jorge De Frutos,REV,LIGA,F,2,43,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,1,2,0,12,14,1,0,3,1,2,0,0,1,0,0,0,0,0,0,0,4,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Raffael,BM,BUND,F/M,4,43,0,4,0,0,0,0,0,0,0,0,0,6,2,0,3,1,2,0,1,1,0,0,0,0,2,25,29,0,0,2,2,4,0,0,2,0,0,4,2,0,0,0,1,0,51,5,0,0,0,0,0,0,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Musa Barrow,ATA,SERI,F,2,40,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,7,10,0,1,1,1,3,0,0,2,2,0,0,0,0,0,0,1,0,21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Luigi Vitale,VNA,SERI,D,2,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,6,9,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mathieu Bodmer,ASC,FRAN,D,6,38,0,6,0,1,0,0,1,0,0,0,0,4,2,0,1,0,1,0,1,0,0,0,0,2,0,28,43,0,5,1,1,6,0,0,4,2,1,0,0,0,0,0,1,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1
Phil Jagielka,SHU,EPL,D,3,38,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,8,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
