Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Karim Rekik,HB,BUND,D,5,450,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,1,0,5,6,3,3,4,250,288,0,14,33,2,25,0,0,1,0,0,0,0,0,0,0,2,1,353,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,15,15,22,0,0,0,0,0,2
Mario Gaspar,VIL,LIGA,D,5,450,5,0,0,1,0,0,0,0,0,0,0,1,0,6,6,3,4,0,4,0,1,8,5,2,3,158,212,3,8,18,1,20,0,0,1,0,0,0,0,0,0,0,2,0,313,6,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,9,9,10,0,0,0,0,0,4
Aritz Elustondo,RSO,LIGA,D,5,450,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,1,0,3,15,9,2,2,180,230,0,20,10,0,36,0,0,1,0,0,0,0,0,0,0,0,0,293,3,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,13,13,14,0,0,0,0,0,2
Christian Strohdiek,PAD,BUND,D,5,450,5,0,0,1,0,0,0,0,0,0,0,2,0,9,2,0,1,1,1,0,1,12,9,3,5,182,244,0,17,22,1,34,0,0,2,0,0,0,0,0,0,0,0,0,322,6,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,34,34,31,1,0,0,0,0,1
Luca Kilian,PAD,BUND,D,5,450,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,1,11,10,2,4,240,257,0,6,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,308,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,18,18,11,0,0,0,0,0,0
Marcelo,RMD,LIGA,D,5,450,5,0,0,1,0,0,0,1,1,1,0,6,4,3,23,4,10,0,9,0,0,6,3,3,4,297,343,4,1,32,6,17,0,0,1,1,0,5,3,0,0,0,1,0,454,14,0,0,0,0,0,0,0,0,4,0,0,0,5,1,0,5,5,21,0,0,0,0,0,8
Fran Gamez,MRC,LIGA,D,5,450,5,0,0,0,0,0,0,0,0,0,0,4,0,10,9,1,1,0,0,1,1,18,13,2,1,110,146,1,4,22,2,25,0,0,1,0,0,3,0,0,0,0,3,0,300,4,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,8,8,13,0,1,1,0,0,3
Ibrahima Konate,RBL,BUND,D,5,450,5,0,0,2,0,0,0,0,0,0,0,1,0,5,3,2,1,0,1,0,3,9,5,4,4,231,257,2,12,26,3,28,0,1,1,0,0,0,0,0,0,0,1,0,331,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,29,29,6,0,0,0,0,0,3
Thomas Muller,MUN,BUND,F,10,450,5,5,4,1,0,0,0,4,0,4,0,12,3,3,13,3,14,6,10,0,2,9,6,1,5,165,215,3,6,20,3,23,0,0,9,2,0,3,1,0,0,0,3,0,304,26,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,4,4,7,1,0,1,2,0,4
Adama Traore,FCM,FRAN,M,7,450,5,2,3,1,0,0,0,3,0,2,1,6,1,1,20,5,17,1,10,4,0,2,1,4,14,195,220,0,4,25,12,32,0,0,0,0,0,6,1,0,0,0,6,0,313,1,0,0,0,0,5,1,17,15,3,2,1,0,4,1,0,1,1,3,0,0,0,0,0,16
Neymar,PSG,FRAN,F/M,5,449,5,0,1,1,0,0,4,0,0,0,0,27,13,1,23,6,9,0,7,2,0,2,2,3,19,232,288,2,1,14,24,46,0,0,17,11,4,10,2,0,0,0,16,0,466,44,0,0,0,0,0,0,24,17,8,3,1,0,2,3,0,0,0,13,1,0,0,5,2,43
Martin Terrier,OL,FRAN,F/M,9,447,5,4,3,0,0,0,0,1,0,1,0,10,5,5,3,1,6,0,4,1,1,8,5,7,10,117,145,0,4,19,7,29,0,0,8,3,0,2,2,0,0,0,4,0,227,17,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,0,0,4,1,0,1,3,0,14
Eden Hazard,RMD,LIGA,F/M,6,445,5,1,3,0,0,0,1,1,0,1,0,4,4,2,7,1,8,0,7,0,0,3,1,8,21,170,207,1,3,18,18,45,0,0,4,4,1,0,0,0,0,1,15,0,314,34,0,0,0,0,0,0,2,1,5,0,0,0,2,2,0,0,0,7,0,0,2,1,1,26
Kylian Mbappe,PSG,FRAN,F,7,444,5,2,2,0,0,0,5,3,0,3,0,30,16,1,11,1,12,7,9,0,0,3,0,5,9,174,212,1,2,10,22,36,0,0,25,15,4,5,1,1,0,0,8,0,346,57,0,0,0,0,0,0,3,0,11,0,0,0,4,1,0,0,0,6,1,0,5,6,3,37
Paco Alcacer,DOR,BUND,F,7,444,5,2,2,0,0,0,5,1,0,1,0,14,6,2,1,0,5,2,4,0,1,2,2,1,3,67,91,0,3,3,2,9,0,0,11,6,5,3,0,0,0,0,3,0,148,25,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,3,1,0,0,6,2,4,3
Goncalo Guedes,VAL,LIGA,F/M,6,444,5,1,1,0,0,0,0,0,0,0,0,9,4,3,9,2,6,1,6,0,0,3,2,8,20,117,148,2,1,23,14,38,0,0,4,2,0,5,2,0,0,0,9,0,247,15,0,0,0,0,0,0,2,2,7,0,0,0,7,1,0,0,0,5,1,0,2,0,0,24
Fede,REV,LIGA,M,5,444,5,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,3,5,2,7,6,175,196,0,8,14,2,21,0,0,0,0,0,0,0,0,0,0,3,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,6,22,0,0,0,0,0,2
Leonardo Spinazzola,ROM,SERI,M/D,8,443,5,3,3,1,0,0,0,1,0,1,0,1,0,9,11,3,5,1,4,0,3,11,5,5,2,227,276,3,11,21,5,29,0,0,1,0,0,0,0,0,0,0,4,0,425,6,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,13,13,15,0,0,0,0,0,10
Suat Serdar,SKE,BUND,M,6,442,5,1,2,1,0,0,3,0,0,0,0,12,5,5,1,0,3,0,3,0,1,19,15,5,5,127,154,0,8,54,11,42,0,0,6,2,2,6,3,1,0,0,12,0,258,16,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,10,0,0,0,1,1,18
Darko Brasanac,OSA,LIGA,M,6,441,5,1,2,1,0,0,0,1,0,1,0,6,4,3,4,0,7,1,6,0,2,8,5,9,5,130,169,0,9,25,0,21,0,0,6,4,0,0,0,0,0,0,3,0,223,16,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,5,5,5,0,0,1,1,0,0
Anthony Martial,MUN,EPL,F,6,441,5,1,1,1,0,0,3,1,0,1,0,13,8,0,3,1,3,0,2,0,0,1,0,6,7,93,112,1,2,8,12,21,0,0,9,6,3,4,2,0,0,0,14,0,201,28,1,0,0,1,0,0,0,0,7,0,0,0,5,1,0,0,0,2,0,0,4,3,2,23
Colin Dagba,PSG,FRAN,D,6,441,5,1,1,1,0,0,0,0,0,0,0,2,0,5,18,5,6,1,6,0,2,8,3,6,3,202,219,5,2,30,4,17,0,0,2,0,0,0,0,0,0,0,4,0,326,10,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,6,6,0,0,0,0,0,0,9
Nikolas Spalek,BRS,SERI,F/M,7,440,5,2,5,0,0,0,0,0,0,0,0,5,1,1,7,0,3,0,3,0,0,3,3,8,4,83,119,0,1,23,1,9,0,0,3,1,0,2,0,0,0,0,6,0,172,11,0,0,0,0,1,0,2,1,1,0,0,0,7,0,0,2,2,1,0,0,4,1,0,4
Rafinha,CEL,LIGA,F/M,6,440,5,1,3,0,0,0,0,0,0,0,0,2,1,3,8,0,5,0,5,0,1,11,4,4,22,238,272,0,4,19,12,49,0,0,1,0,0,1,1,0,0,0,9,0,395,11,0,0,0,0,1,0,2,2,2,0,0,0,4,1,0,9,9,13,0,0,0,0,0,19
Dennis Appiah,FCN,FRAN,D,6,440,5,1,1,1,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,1,2,14,9,9,3,167,207,0,6,33,4,27,0,0,0,0,0,0,0,0,0,0,3,0,307,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,6,6,4,0,0,0,0,0,5
Ander Herrera,PSG,FRAN,M,6,440,5,1,2,0,0,0,0,1,0,1,0,4,1,3,3,1,8,0,7,0,2,16,10,2,2,354,376,1,1,27,1,20,0,0,1,0,0,3,1,0,0,0,1,0,436,7,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,4,4,10,0,0,1,0,0,2
Eric Maxim Choupo-Moting,PSG,FRAN,F/M,7,440,5,2,4,0,0,0,3,1,0,1,0,17,8,1,2,0,5,1,4,0,0,11,8,2,5,75,94,0,1,16,7,24,0,0,15,8,3,2,0,0,0,0,7,0,179,30,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,2,2,0,0,0,5,1,2,11
Sheraldo Becker,UB,BUND,F,8,440,5,3,4,1,0,0,0,2,0,1,1,6,4,0,12,1,5,2,3,0,0,2,1,9,4,57,94,1,2,21,7,15,0,0,2,1,0,4,3,0,0,0,1,0,145,12,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,0,11
Emil Forsberg,RBL,BUND,M,8,438,5,3,3,0,0,0,2,2,0,2,0,8,3,4,1,0,10,3,8,0,0,6,3,4,7,161,199,0,3,26,11,27,0,0,3,2,1,5,1,1,0,0,3,0,272,6,1,1,0,0,0,0,1,1,0,0,0,0,8,0,0,2,2,6,2,0,0,0,1,14
Lucas Paqueta,MIL,SERI,M,8,435,5,3,5,3,0,0,0,1,0,0,1,13,2,4,1,0,3,0,2,0,2,10,6,9,12,169,221,0,11,31,11,44,0,0,6,2,0,7,0,0,0,0,12,0,333,13,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,7,9,0,0,1,1,0,17
Kenan Karaman,DUS,BUND,F,8,432,5,3,3,1,0,0,1,1,0,1,0,10,2,1,2,0,8,1,7,0,3,5,3,3,8,82,114,0,6,13,10,29,0,0,5,2,1,5,0,0,0,0,11,0,202,21,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,2,2,3,0,0,1,1,0,15
Arkadiusz Milik,NAP,SERI,F,6,432,5,1,3,1,0,0,5,0,0,0,0,25,11,1,1,1,6,1,6,0,1,3,1,5,10,98,114,1,7,11,4,24,0,0,20,9,4,5,2,1,0,0,7,0,198,29,0,0,0,0,0,0,0,0,5,2,0,0,6,0,0,6,6,3,0,0,6,3,4,9
Lucas Biglia,MIL,SERI,M/D,5,432,5,0,1,3,0,0,0,1,0,1,0,3,1,4,1,0,3,0,2,0,3,9,5,17,5,227,255,0,6,29,1,21,0,0,2,1,0,1,0,0,0,0,4,0,316,3,0,0,0,0,1,0,0,0,1,1,0,0,7,1,0,6,6,11,0,0,0,0,0,3
Wesley Said,TFC,FRAN,F,9,431,5,4,2,2,0,0,1,1,0,1,0,10,4,5,8,4,2,1,1,0,0,7,3,3,3,121,148,2,8,24,14,32,0,0,5,2,1,5,2,0,0,0,9,0,246,14,0,0,0,0,2,1,2,2,5,0,0,0,11,0,0,7,7,9,0,0,0,3,1,18
Sergio Alvarez,EIB,LIGA,M,7,431,5,2,1,4,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,7,6,8,6,117,173,0,9,30,1,23,1,0,1,0,0,0,0,0,0,0,0,0,222,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,10,10,19,0,0,0,0,0,1
Robin Le Normand,RSO,LIGA,D,7,430,5,2,1,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,6,4,10,5,301,330,0,8,13,0,19,0,0,2,0,0,0,0,0,0,0,0,0,380,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,19,19,22,0,0,0,0,0,0
Adam Marusic,LAZ,SERI,M/D,6,430,5,1,1,2,0,0,1,0,0,0,0,4,3,5,4,1,3,0,3,0,0,7,5,4,5,128,157,1,5,20,2,19,0,0,4,3,1,0,0,0,0,0,2,0,258,13,0,0,0,0,0,0,1,0,3,0,0,0,5,3,0,4,4,5,0,0,0,1,1,6
Nicolas N'Koulou,TOR,SERI,M/D,5,428,5,0,0,1,1,1,0,0,0,0,0,0,0,13,0,0,1,0,1,0,1,4,4,5,4,169,186,0,9,34,1,18,0,0,0,0,0,0,0,0,0,0,1,0,248,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,26,26,14,0,1,0,0,0,1
Guillermo Maripan,ASM,FRAN,D,5,428,5,0,1,1,0,0,0,0,0,0,0,4,1,3,1,1,1,0,1,0,3,11,9,4,1,174,210,1,9,21,0,21,0,0,4,1,0,0,0,0,0,0,1,0,257,4,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,14,14,8,0,0,0,1,0,1
Stefano Okaka,UDN,SERI,F,7,427,5,2,2,4,0,0,3,0,0,0,0,12,5,2,0,0,3,1,3,0,0,3,2,13,15,89,123,0,13,14,11,41,0,0,10,5,3,2,0,0,0,0,19,0,231,15,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,3,3,4,1,0,3,1,2,15
Arthur Masuaku,WHU,EPL,D,5,427,5,0,0,1,1,1,0,1,0,1,0,2,0,9,7,3,5,2,4,0,4,18,12,6,5,197,240,3,6,36,10,39,0,0,0,0,0,2,0,0,0,0,7,0,398,6,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,10,10,7,0,0,0,0,0,14
Marcelo,OL,FRAN,D,5,425,5,0,2,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,5,11,6,5,3,342,390,0,19,39,0,33,0,0,1,0,0,0,0,0,0,0,0,0,455,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,26,26,12,0,0,0,0,0,0
Sidnei,BET,LIGA,D,5,425,5,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,7,8,7,3,2,234,259,0,15,25,0,25,0,0,1,0,0,0,0,0,0,0,1,0,328,2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,22,22,25,0,0,0,0,0,1
Manuel Lazzari,LAZ,SERI,M/D,5,425,5,0,1,1,0,0,0,0,0,0,0,2,1,1,16,3,3,0,3,0,0,4,1,4,10,86,102,3,1,15,2,17,0,0,2,1,0,0,0,0,0,0,0,0,188,7,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,7,0,1,0,1,1,0,6
Denis Cheryshev,VAL,LIGA,M,8,424,5,3,5,5,0,0,1,1,0,1,0,9,3,2,18,0,1,1,0,0,0,5,2,13,5,87,126,0,7,19,4,20,0,0,5,2,1,4,1,0,0,0,2,0,200,20,0,0,0,0,0,0,0,0,7,0,0,0,7,0,1,2,2,3,0,0,0,3,1,9
Joris Chotard,MTP,FRAN,M,7,422,5,2,4,1,0,0,0,0,0,0,0,5,1,4,5,1,6,0,6,0,1,10,4,12,8,141,189,1,9,24,1,28,0,0,0,0,0,5,1,0,0,0,2,0,259,5,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,4,4,25,0,0,1,0,0,4
Matt Targett,AVL,EPL,D,5,422,5,0,1,0,0,0,1,1,0,1,0,2,1,11,12,6,9,3,8,0,2,4,2,2,3,143,188,6,3,25,1,11,0,0,1,1,1,1,0,0,0,0,2,0,309,4,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,20,20,9,0,0,0,0,0,3
Anthony Modeste,KLN,BUND,F,7,419,5,2,3,1,0,0,1,0,0,0,0,11,3,0,3,0,0,0,0,0,2,3,0,10,5,34,72,0,31,7,2,40,0,0,10,3,1,1,0,0,0,0,6,0,126,14,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,4,4,2,0,0,2,1,0,3
Mariusz Stepinski,VNA,SERI,F,7,418,5,2,2,1,0,1,0,0,0,0,0,6,4,0,3,0,2,0,2,0,0,1,0,12,13,56,94,0,14,9,0,27,0,0,6,4,0,0,0,0,0,0,12,0,165,22,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,5,5,0,0,0,3,4,0,0
Emil Krafth,NEW,EPL,D,6,416,5,1,2,0,0,0,0,0,0,0,0,3,0,4,9,1,0,0,0,0,2,5,4,3,3,84,111,1,1,19,1,9,0,0,3,0,0,0,0,0,0,0,1,0,211,5,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,15,15,3,0,0,0,1,0,1
Lucas Castro,CAG,SERI,M,11,414,5,6,3,2,0,0,2,0,0,0,0,10,3,2,15,3,5,0,5,0,0,7,3,13,4,138,182,2,4,22,1,16,0,0,3,1,1,7,2,1,0,0,9,0,274,6,0,0,0,0,0,0,3,2,3,0,0,0,3,0,0,9,9,6,0,0,1,0,1,5
Tony Jantschke,BM,BUND,D,7,414,5,2,2,1,0,0,0,0,0,0,0,3,0,12,1,1,3,1,3,0,9,10,6,7,1,224,275,1,12,15,0,23,0,0,3,0,0,0,0,0,0,0,0,0,344,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,18,16,0,0,0,1,0,0
Ben Zolinski,PAD,BUND,F,8,414,5,3,3,1,0,0,2,0,0,0,0,7,4,1,1,0,5,0,5,0,0,3,1,11,7,92,112,0,2,14,2,13,0,0,6,4,2,1,0,0,0,0,11,0,169,11,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,3,0,0,4,0,1,3
Mitchell Weiser,LEV,BUND,M,6,413,5,1,1,1,0,0,0,0,0,0,0,3,0,13,19,4,4,0,4,0,0,17,12,7,11,261,322,4,7,27,5,40,0,1,1,0,0,2,0,0,0,0,5,0,484,10,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,2,2,6,0,0,0,0,0,9
Adam Szalai,MAI,BUND,F,8,412,5,3,3,0,0,0,0,0,0,0,0,7,2,1,1,0,6,0,6,0,0,3,1,13,7,77,110,0,13,14,4,27,0,0,6,2,0,1,0,0,0,0,11,0,185,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,1,1,0,0,1,0,7
Louis Schaub,KLN,BUND,F/M,5,410,5,0,4,0,0,0,1,0,0,0,0,6,5,3,9,2,5,0,4,1,0,9,8,3,7,118,151,1,5,32,13,34,0,0,4,3,1,2,2,0,0,0,9,0,253,14,0,0,0,0,1,0,7,2,3,0,0,0,6,0,0,1,1,3,1,0,1,0,1,16
Sergi Enrich,EIB,LIGA,F,6,408,5,1,5,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,2,0,1,7,2,14,6,76,101,0,21,9,2,36,0,0,4,1,0,0,0,0,0,0,7,0,160,10,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,2,1,1,0,1,0,0,3
Javairo Dilrosun,HB,BUND,F/M,7,408,5,2,3,1,0,0,3,2,0,2,0,8,3,7,18,3,4,1,2,0,0,4,3,2,4,75,105,3,3,14,10,21,0,0,5,2,2,3,1,1,0,0,7,0,207,17,0,0,0,0,1,0,2,2,5,1,0,0,6,0,0,3,3,8,0,0,0,2,1,14
Mathieu Cafaro,SDR,FRAN,M,6,408,5,1,3,1,0,0,0,1,0,0,1,11,2,1,47,7,7,1,4,2,0,3,2,7,12,47,70,3,2,15,9,26,0,0,6,1,0,5,1,0,0,0,6,0,198,14,0,0,0,0,5,0,22,20,10,1,0,0,2,2,0,0,0,4,0,0,1,0,0,13
Stephane Bahoken,SCO,FRAN,F,9,407,5,4,4,2,0,0,2,0,0,0,0,10,5,1,3,0,8,0,8,0,0,1,1,9,6,71,89,0,3,11,1,10,0,0,9,4,2,1,1,0,0,0,11,0,151,24,1,1,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,2,0,0,0,3,2,4
Yuya Osako,BRE,BUND,F,5,405,5,0,4,0,0,0,3,1,0,1,0,17,7,0,1,0,7,1,6,0,0,2,2,4,9,115,151,0,11,15,10,32,0,0,8,3,2,9,4,1,0,0,12,0,218,16,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,6,1,0,0,1,2,12
Charles Traore,FCN,FRAN,D,5,403,5,0,3,1,0,0,0,1,0,1,0,2,0,6,9,1,3,0,2,0,1,9,5,6,7,140,181,1,6,23,2,22,0,0,1,0,0,1,0,0,0,0,3,0,281,1,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,4,4,9,0,0,0,0,0,3
Jonjo Shelvey,NEW,EPL,M,6,402,5,1,2,0,0,0,2,0,1,0,0,8,3,5,14,5,7,1,5,2,1,4,1,1,3,123,171,1,3,29,5,15,0,0,2,1,1,6,2,1,0,0,4,0,240,4,0,0,0,0,5,1,9,8,2,1,1,1,8,0,0,7,7,18,0,0,0,0,0,5
Ondrej Duda,HB,BUND,M,6,402,5,1,4,1,0,0,0,1,0,1,0,6,4,5,5,1,5,0,4,0,1,5,3,9,10,127,157,1,4,24,17,36,0,0,3,3,0,3,1,0,0,0,11,0,256,13,0,0,0,0,3,0,2,1,1,2,1,0,8,0,0,4,4,7,1,0,0,1,0,22
Ragnar Klavan,CAG,SERI,D,8,397,5,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,3,1,0,4,1,138,175,0,10,20,2,14,0,0,1,0,0,0,0,0,0,0,0,0,226,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,25,25,7,0,0,0,0,0,2
Marcus Ingvartsen,UB,BUND,F,6,395,5,1,4,1,0,0,1,0,0,0,0,10,5,3,5,2,1,0,0,1,0,4,4,13,4,74,118,1,13,20,3,24,0,0,4,2,0,6,3,1,0,0,7,0,192,9,0,0,0,0,1,0,1,1,2,0,0,0,5,1,0,3,3,0,0,0,0,1,0,6
Ruben Aguilar,ASM,FRAN,M/D,7,392,5,2,1,1,0,1,0,0,0,0,0,1,1,2,26,5,5,0,5,0,0,9,6,5,5,169,191,5,4,24,1,19,0,0,0,0,0,1,1,0,0,0,2,0,310,3,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,8,8,2,0,0,0,0,0,5
Nikola Maksimovic,NAP,SERI,D,5,391,5,0,2,2,0,0,1,1,0,0,1,1,1,10,1,1,2,1,1,0,4,8,7,4,2,254,273,1,6,22,0,16,0,0,1,1,1,0,0,0,0,0,0,0,324,7,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,12,12,4,0,0,0,0,1,1
Allan Saint-Maximin,NEW,EPL,M,7,391,5,2,5,0,0,0,0,0,0,0,0,11,5,1,11,3,8,1,8,0,0,0,0,3,9,60,80,3,3,29,25,36,0,0,3,2,0,8,3,0,0,0,6,0,185,23,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,2,0,41
Manolo Gabbiadini,SMP,SERI,F,7,387,5,2,4,0,0,0,2,0,0,0,0,11,6,4,7,1,6,1,6,0,0,3,3,12,7,66,101,0,7,9,4,21,0,0,5,1,1,6,5,1,0,0,6,0,179,17,0,0,0,0,1,0,6,2,2,1,0,0,7,0,0,4,4,1,0,0,4,0,1,7
Joaquin,REV,LIGA,D,6,386,5,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,10,9,8,1,139,177,0,18,14,1,30,0,0,0,0,0,0,0,0,0,0,3,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,14,14,9,0,0,2,0,0,2
Serge Aurier,TOT,EPL,M/D,5,385,5,0,1,0,1,1,0,1,0,1,0,3,0,10,26,4,6,0,5,0,1,10,7,7,4,154,196,4,12,11,3,29,0,0,3,0,0,0,0,0,1,0,4,0,330,9,0,0,0,0,0,0,0,0,5,0,0,0,5,1,1,7,7,5,0,0,1,0,0,7
Federico Di Francesco,SPL,SERI,F/M,5,383,5,0,3,1,0,0,2,0,0,0,0,8,2,1,14,3,5,0,4,1,1,2,0,6,13,76,101,2,4,11,4,22,0,0,4,1,1,4,1,1,0,0,4,0,170,12,0,0,0,0,2,1,4,4,6,0,0,0,9,0,0,1,1,5,0,0,1,1,1,8
Bremer,TOR,SERI,D,5,381,5,0,1,1,1,1,0,0,0,0,0,4,1,9,1,1,1,0,1,0,2,6,4,8,3,127,155,1,10,19,2,21,0,0,4,1,0,0,0,0,0,0,1,0,206,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,11,11,17,0,0,2,0,0,3
Timothy Castagne,ATA,SERI,M/D,6,381,5,1,0,0,0,0,1,0,0,0,0,6,2,1,10,3,4,0,4,0,1,12,9,2,0,148,174,3,9,21,1,22,0,0,5,2,1,1,0,0,0,0,4,0,266,13,0,0,0,0,0,0,0,0,4,0,0,0,5,1,0,0,0,2,0,0,1,1,0,1
Jakub Jankto,SMP,SERI,M,6,377,5,1,3,0,0,0,1,0,0,0,0,14,2,9,22,3,9,0,8,1,0,9,5,1,4,66,95,2,2,18,4,19,0,0,8,1,1,6,1,0,0,0,2,0,187,17,0,0,0,0,1,0,8,8,7,0,0,0,9,1,0,2,2,1,0,0,1,0,0,5
Brandon,OSA,LIGA,F,7,376,5,2,5,3,0,0,0,1,0,1,0,8,2,0,4,3,4,1,3,0,0,5,3,5,4,72,105,3,5,15,4,18,0,0,7,2,0,1,0,0,0,0,13,0,174,15,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,1,1,0,0,0,2,0,8
Alexander Tettey,NOR,EPL,M,6,370,5,1,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,7,5,1,1,136,162,0,4,27,3,15,0,0,0,0,0,0,0,0,0,0,1,0,211,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,15,15,8,0,0,0,0,0,3
Ivan Ramis,EIB,LIGA,D,5,365,5,0,3,0,0,0,1,0,0,0,0,2,1,4,0,0,1,0,1,0,0,3,2,3,4,152,192,0,18,26,3,28,1,1,2,1,1,0,0,0,0,0,1,0,235,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,17,18,0,0,0,0,0,3
Antonio Barreca,GEN,SERI,D,5,362,5,0,5,0,0,0,0,0,0,0,0,1,1,1,24,2,1,1,1,0,3,4,3,0,1,48,68,2,1,5,0,6,0,0,1,1,0,0,0,0,0,0,2,0,128,5,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,2,0,0,0,0,0,4
Ross Barkley,CHE,EPL,M,6,339,5,1,4,0,0,0,0,0,0,0,0,15,5,3,3,0,10,1,10,0,0,7,2,2,3,168,194,0,4,22,8,22,0,0,5,2,0,10,3,0,0,0,15,0,277,14,0,0,0,0,0,0,1,1,5,1,0,0,5,0,0,1,1,9,1,0,0,1,0,15
Sandro Ramirez,REV,LIGA,F,6,305,5,1,4,1,0,0,0,0,0,0,0,10,4,3,9,2,3,1,2,1,1,6,6,7,9,41,57,0,4,12,2,20,0,0,5,1,0,5,3,0,0,0,2,0,129,11,1,0,1,0,0,0,7,5,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,8
Zaydou Youssouf,ETI,FRAN,M,9,565,4,5,1,2,0,0,0,0,0,0,0,5,2,10,5,0,8,1,8,0,0,23,12,10,13,216,266,0,5,58,16,56,0,0,1,0,0,4,2,0,0,0,11,0,386,6,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,6,6,26,0,0,0,1,0,18
