Player,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Senna Miangue,18,1058,9,9,1,2,1,1,0,1,0,0,1,3,0,13,48,15,15,1,13,1,2,14,10,22,4,281,379,15,17,52,13,48,0,0,2,0,0,1,0,0,0,0,7,0,711,9,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,40,40,13,0,0,2,0,0,24
Senou Coulibaly,16,871,12,4,3,1,0,1,1,0,0,0,0,4,1,19,2,0,3,1,3,0,10,24,12,16,5,401,502,0,20,39,2,50,0,1,4,1,1,0,0,0,0,0,3,0,654,7,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,47,47,47,1,0,0,0,0,2
Seonghoon Cheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serantes,14,1200,14,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,1,0,0,0,163,409,0,3,110,0,4,2,1,0,0,0,1,1,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,1,1,1,0,24,4,0,11,9,125,0,1,0,0,0,0
Serdar Gurler,13,479,5,8,5,2,0,0,0,1,0,1,0,7,2,1,19,5,6,0,4,1,0,5,5,5,11,98,146,4,6,33,7,28,0,0,7,2,0,0,0,0,0,0,10,0,258,28,0,0,0,0,1,0,5,4,9,0,0,0,9,0,0,1,1,3,0,0,7,1,0,14
Serge Aurier,52,4207,48,4,5,5,3,3,2,8,0,7,1,45,12,82,227,31,51,12,41,0,9,126,79,64,41,1825,2199,31,131,244,48,344,0,3,32,9,1,13,3,1,1,1,54,1,3651,128,0,0,0,0,0,0,0,0,56,0,0,0,43,17,3,114,114,56,1,1,10,7,1,79
Serge Gakpe,44,2392,26,18,20,3,0,0,4,3,1,3,0,49,16,13,40,4,24,1,21,0,1,22,15,27,29,445,626,4,23,118,23,96,0,1,30,12,4,19,4,0,0,1,31,0,991,95,0,0,0,0,1,0,4,3,22,0,0,0,23,2,0,18,18,13,2,0,16,3,4,40
Serge Gnabry,88,5907,72,16,47,1,0,0,33,14,2,13,1,208,90,50,92,19,101,32,81,5,5,113,77,74,69,1756,2190,14,28,291,154,364,2,2,139,68,27,69,22,6,1,2,75,0,3585,450,2,1,0,1,3,1,21,14,75,3,1,0,91,6,1,11,11,74,10,0,36,18,16,325
Serge N'Guessan,9,561,6,3,3,4,0,0,0,0,0,0,0,7,1,6,6,2,5,0,4,1,0,11,9,14,10,170,207,0,2,46,8,31,0,0,0,0,0,7,1,0,0,0,10,0,304,4,0,0,0,0,0,0,4,4,1,0,0,0,8,2,0,3,3,17,0,0,0,0,0,15
Sergej Grubac,3,157,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,1,3,15,25,0,8,5,0,12,0,0,2,0,0,0,0,0,0,0,2,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,1
Sergej Milinkovic-Savic,110,8719,102,8,31,24,0,1,22,16,1,15,1,259,83,101,115,15,158,24,140,1,21,190,133,203,154,3896,5009,15,405,656,146,875,0,1,135,53,15,124,30,7,0,1,210,0,7138,376,0,0,0,0,0,0,1,1,75,15,3,1,118,18,1,130,130,291,21,0,32,13,8,233
Sergey Chernik,17,1374,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,209,432,0,3,124,0,8,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,17,17,94,0,0,0,0,0,0
Sergi,32,2507,29,3,4,2,0,0,6,1,0,1,0,73,21,7,28,1,12,3,11,0,0,22,12,57,49,374,569,1,55,59,34,159,0,1,55,17,5,18,4,1,0,2,44,0,1054,116,1,0,0,1,0,0,0,0,26,0,0,0,40,5,0,22,22,24,2,0,17,9,4,63
Sergi Darder,106,7851,91,15,34,17,2,2,6,6,0,5,1,134,38,96,129,38,108,16,82,19,9,168,101,89,91,3249,3977,12,49,434,91,398,1,0,51,17,4,83,21,2,0,0,65,0,5246,113,0,0,0,0,24,3,76,61,38,3,2,0,105,17,0,79,79,246,19,0,3,7,1,150
Sergi Enrich,98,7157,80,18,35,10,0,0,21,12,0,11,1,167,54,23,45,8,81,10,69,0,5,78,51,157,114,1660,2352,8,366,279,29,575,0,0,145,49,21,22,5,0,0,4,169,1,3505,399,0,0,0,0,0,0,0,0,53,0,0,0,109,13,0,47,45,50,2,0,97,14,17,55
Sergi Gomez,90,7353,83,7,8,6,2,2,1,0,0,0,0,27,6,154,5,3,13,1,13,0,55,151,113,62,16,3638,4238,3,184,360,4,354,2,1,25,5,1,2,1,0,0,0,8,1,5145,53,0,0,0,0,0,0,0,0,2,0,0,0,132,12,1,337,336,348,0,1,4,3,1,8
Sergi Palencia,28,2218,25,3,3,6,0,0,0,3,0,3,0,8,1,20,82,16,21,2,18,0,3,79,53,29,29,792,990,16,21,146,14,141,0,1,2,0,0,6,1,0,0,0,16,0,1652,13,0,0,0,0,0,0,0,0,11,0,0,0,30,6,1,59,59,50,0,0,1,0,0,31
Sergi Roberto,101,7430,82,19,18,15,0,2,1,22,1,21,1,36,10,143,119,30,93,19,70,0,19,164,107,62,104,4790,5341,30,87,424,111,460,2,1,22,6,1,14,4,0,0,0,75,0,7081,186,0,0,0,0,0,0,1,0,31,0,0,0,75,28,1,88,86,141,7,1,1,1,1,164
Sergi Samper,24,1413,15,9,5,6,0,0,0,1,0,1,0,7,3,25,7,1,6,1,5,0,4,35,18,33,14,671,825,1,17,91,12,77,1,0,2,0,0,5,3,0,0,0,13,0,1002,7,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,12,12,40,0,0,0,0,0,20
Sergio Aguero,99,7515,85,14,42,9,0,1,71,19,2,17,2,388,148,20,49,8,115,25,96,0,3,49,32,57,79,1934,2324,8,36,215,191,355,0,1,305,128,66,83,20,5,1,0,176,0,3845,672,13,12,0,1,0,0,2,0,94,5,1,0,66,13,0,8,8,24,10,0,67,42,49,300
Sergio Akieme,2,180,2,0,0,0,0,0,0,1,0,1,0,0,0,1,8,1,1,0,0,0,0,3,3,2,2,55,65,1,1,8,2,8,0,0,0,0,0,0,0,0,0,0,4,1,114,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,5,3,0,1,0,0,0,2
Sergio Alvarez,118,9486,106,12,10,15,0,1,2,2,0,1,1,19,5,98,21,5,24,3,22,0,18,185,119,110,65,2716,3913,4,135,811,21,395,6,1,16,5,2,3,0,0,0,0,54,0,5158,42,0,0,0,0,0,0,1,0,4,0,0,0,184,20,3,148,145,556,1,1,1,4,0,31
Sergio Araujo,13,568,5,8,2,2,0,0,2,1,0,1,0,19,7,5,3,0,7,1,6,0,1,11,7,11,6,135,166,0,8,24,8,33,0,0,13,4,2,6,3,0,0,0,7,0,273,19,0,0,0,0,0,0,2,0,6,0,0,0,15,0,0,6,5,1,0,0,4,0,2,15
Sergio Arribas Blazquez,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,9,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Asenjo,87,7775,87,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,3,14,1062,2020,0,27,744,1,40,5,4,0,0,0,0,0,0,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,1,0,0,0,98,29,1,84,81,513,0,0,0,0,0,2
Sergio Bermejo,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sergio Busquets,108,8667,100,8,29,30,0,0,1,10,0,9,1,18,4,162,3,1,62,5,51,1,21,285,175,125,160,6675,7419,1,150,668,51,642,0,2,8,3,1,10,1,0,0,1,69,0,8541,41,0,0,0,0,0,0,0,0,6,0,0,0,88,26,0,58,58,472,5,0,1,0,1,66
Sergio Camello,1,45,0,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,8,9,0,0,2,0,1,0,0,2,1,1,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sergio Canales,110,6516,68,42,23,15,0,0,11,12,2,8,4,163,47,31,395,120,162,18,87,62,4,113,81,77,99,3545,4088,32,12,397,124,348,1,0,42,14,9,121,33,2,1,0,114,0,5577,178,2,2,0,0,65,21,252,203,71,27,6,1,115,14,1,17,17,204,14,0,14,6,7,182
Sergio Carreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Cordova,49,1106,6,43,4,4,0,0,5,1,0,1,0,27,10,3,14,2,14,1,13,0,2,15,10,36,32,200,263,2,33,38,16,92,0,0,18,8,5,9,2,0,1,0,35,0,527,45,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,11,11,4,0,0,11,2,3,32
Sergio Escudero,76,6261,70,6,9,24,1,1,0,6,0,4,2,79,18,138,151,28,49,7,36,6,16,210,129,84,102,2736,3353,22,135,398,63,505,1,0,32,6,0,47,12,0,0,0,41,0,5402,108,0,0,0,0,8,2,15,11,43,6,2,0,93,20,1,150,150,136,4,0,4,4,0,101
Sergio Floccari,53,2513,27,26,18,4,0,0,6,1,0,1,0,57,19,6,28,5,19,1,18,0,3,38,20,37,50,508,652,5,68,81,27,179,0,0,46,17,6,11,2,0,0,4,53,0,1102,107,0,0,0,0,0,0,0,0,19,0,0,0,40,1,0,14,13,16,1,0,24,4,5,48
Sergio Garcia,62,3116,31,31,15,7,0,0,4,7,0,7,0,75,29,20,74,15,54,10,44,3,4,32,21,35,72,613,866,13,38,124,37,175,0,0,52,21,3,23,8,1,0,0,80,0,1516,153,0,0,0,0,4,0,34,21,29,3,0,0,38,7,0,14,14,35,1,0,15,6,2,82
Sergio Gomez,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sergio Gonzalez Teston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Kalaj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Leon,88,5401,60,28,32,12,0,0,22,2,0,2,0,163,66,11,34,5,23,4,21,0,1,22,11,62,89,572,816,5,57,118,52,213,0,0,127,59,21,36,7,1,0,2,117,0,1672,251,2,1,0,1,0,0,1,1,38,2,1,0,114,3,0,10,10,28,1,0,50,15,14,123
Sergio Mora,26,799,6,20,4,5,0,0,0,0,0,0,0,6,0,15,4,1,6,0,6,0,2,21,15,15,6,301,395,1,12,55,0,39,0,0,2,0,0,4,0,0,0,0,2,0,490,7,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,11,11,18,0,0,0,0,0,1
Sergio Oliveira,6,109,0,6,0,1,0,0,0,0,0,0,0,2,2,0,7,4,2,1,1,1,0,4,4,4,0,60,74,0,1,5,4,9,0,0,0,0,0,2,2,0,0,0,2,0,104,3,0,0,0,0,3,3,3,3,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,6
Sergio Pellissier,68,3227,32,36,17,3,0,0,14,4,0,3,1,72,30,8,21,2,30,7,26,0,2,17,12,33,72,451,637,2,85,71,13,183,1,0,65,27,13,7,3,1,0,0,43,0,1061,190,5,4,0,1,0,0,0,0,16,0,0,0,64,2,0,16,16,15,1,0,55,14,12,20
Sergio Postigo,59,4596,52,7,8,12,0,1,2,1,0,1,0,14,4,70,3,1,14,3,13,0,29,67,41,28,24,1415,1760,1,55,236,13,157,1,0,12,4,2,2,0,0,0,0,6,1,2343,42,0,0,0,0,0,0,0,0,4,0,0,0,80,10,0,250,250,180,4,1,1,2,1,20
Sergio Ramos,93,8213,93,0,4,21,3,4,18,2,1,2,0,109,42,157,14,2,29,4,26,1,43,137,101,117,101,5619,6191,2,245,610,19,492,1,5,94,38,18,15,4,0,0,0,12,2,7342,148,9,8,1,0,0,0,0,0,16,10,2,0,106,23,4,302,302,578,3,0,15,16,10,23
Sergio Reguilon,24,1950,23,1,4,6,0,0,1,3,0,2,1,14,3,34,64,13,34,3,31,0,4,39,21,35,40,957,1146,13,29,130,28,132,0,1,8,2,1,6,1,0,0,0,17,0,1726,54,0,0,0,0,0,0,1,1,19,0,0,0,18,9,0,47,47,64,0,0,1,0,1,52
Sergio Rico,87,7825,86,1,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,3,2,3,9,1333,2294,0,37,683,0,46,5,5,0,0,0,0,0,0,0,0,1,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,140,25,3,95,95,610,0,0,0,0,0,0
Sergio Romero,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,66,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,32,0,0,0,0,0,0
Sergio Sanchez Ortega,2,102,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,4,3,2,0,19,27,0,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0
Seung-Woo Lee,14,344,1,13,0,4,0,0,1,0,0,0,0,11,3,2,4,1,3,0,2,1,0,3,2,9,10,123,158,0,1,19,8,22,0,0,3,0,0,8,3,1,0,0,8,0,236,8,0,0,0,0,0,0,2,1,3,0,0,0,8,0,0,0,0,5,0,0,0,1,0,13
Seydou Doumbia,17,535,5,12,5,2,0,0,2,0,1,0,0,15,9,3,1,0,0,0,0,0,0,5,1,10,5,50,70,0,5,16,12,27,0,0,15,9,2,0,0,0,0,0,15,0,168,40,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,1,1,2,0,0,4,4,2,17
Seydou Sy,7,525,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,144,0,1,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,4,34,0,0,0,0,0,0
Shane Duffy,78,6816,76,2,2,12,0,1,6,2,0,1,1,67,22,96,5,3,15,2,13,0,107,73,43,60,40,2205,2903,3,416,331,13,534,1,7,64,22,6,3,0,0,0,2,4,0,4065,150,0,0,0,0,0,0,0,0,8,0,0,0,111,17,2,589,589,257,0,0,11,3,5,14
Shane Long,92,4200,38,54,28,11,0,0,10,3,1,2,1,104,38,24,61,8,48,8,43,0,7,56,38,92,104,689,1033,8,204,127,20,379,0,0,88,32,10,16,6,0,0,3,67,0,1842,229,1,0,1,0,0,0,0,0,36,0,0,0,78,1,0,64,64,8,1,0,39,18,7,42
Shani Tarashaj,13,324,1,12,1,1,0,0,1,0,0,0,0,6,1,3,6,2,1,0,1,0,0,2,1,6,4,89,127,1,1,20,8,14,0,0,3,1,1,3,0,0,0,0,14,0,190,13,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,5,0,0,0,1,1,17
Shaq Moore,6,424,5,1,1,0,0,0,0,0,0,0,0,3,2,13,11,3,3,0,3,0,0,8,6,8,3,125,166,3,2,25,2,15,0,0,1,1,0,2,1,0,0,0,5,0,290,2,0,0,0,0,0,0,0,0,4,0,0,0,10,2,0,10,10,6,0,0,0,1,0,6
Shaun Maloney,9,279,2,7,2,0,0,0,1,2,0,1,1,3,1,0,12,4,4,1,1,1,1,8,6,3,7,95,111,2,1,9,6,22,0,0,1,1,1,2,0,0,0,0,4,0,166,9,0,0,0,0,0,0,3,3,4,1,0,0,7,0,0,2,2,2,0,0,0,0,1,8
Shawn Parker,2,44,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Shay Given,5,450,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,132,0,2,50,0,2,0,0,0,0,0,0,0,0,0,0,0,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,2,54,0,0,0,0,0,0
Sheraldo Becker,8,440,5,3,4,1,0,0,0,2,0,1,1,6,4,0,12,1,5,2,3,0,0,2,1,9,4,57,94,1,2,21,7,15,0,0,2,1,0,4,3,0,0,0,1,0,145,12,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,0,11
Sheyi Ojo,15,459,3,12,2,0,0,0,0,0,0,0,0,14,7,3,21,5,4,0,3,1,0,8,6,3,10,57,83,4,4,14,8,30,0,0,9,5,0,5,2,0,0,0,7,0,200,23,0,0,0,0,1,1,1,1,8,0,0,0,6,0,0,1,1,3,0,0,0,2,0,23
Shinji Kagawa,42,2522,26,16,11,3,0,0,6,7,1,7,0,48,18,18,49,14,56,14,40,8,1,42,31,25,42,1280,1481,4,14,104,27,124,0,0,35,13,6,13,5,0,0,1,32,0,1898,104,0,0,0,0,8,1,31,25,20,0,0,0,38,4,0,16,16,61,3,0,4,7,4,52
Shinji Okazaki,78,3170,39,39,36,3,0,0,9,4,0,4,0,62,29,23,10,1,30,3,26,0,4,60,45,54,78,681,918,1,65,139,31,231,0,0,50,23,9,12,6,0,1,0,66,0,1526,112,0,0,0,0,0,0,0,0,22,0,0,0,49,1,0,11,11,22,3,0,16,9,7,73
Shinta Appelkamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shkodran Mustafi,85,7209,82,3,9,26,0,0,7,3,1,1,2,56,21,181,44,9,22,4,19,0,37,181,135,103,37,4257,5097,9,351,417,23,587,3,1,52,21,7,4,0,0,0,0,16,0,6359,103,0,0,0,0,0,0,1,0,17,0,0,0,101,22,2,461,456,228,2,2,7,2,2,36
Sidnei,79,6438,75,4,10,10,0,0,3,1,0,1,0,32,5,133,15,2,10,3,9,0,45,135,90,38,42,2885,3307,2,127,431,36,335,2,0,30,3,3,2,2,0,0,0,16,0,4294,72,0,0,0,0,0,0,0,0,8,0,0,0,122,14,1,320,315,271,0,1,0,3,1,54
Sidney Friede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Sam,13,885,11,2,4,1,0,0,2,1,0,1,0,13,5,13,19,3,6,2,4,1,0,13,10,18,20,206,281,2,8,49,28,69,1,1,7,3,2,6,2,0,0,0,26,0,525,18,2,2,0,0,2,1,9,8,6,0,0,0,20,0,0,1,1,6,1,0,0,2,2,67
Sidy Sarr,11,347,4,7,1,1,0,0,0,1,0,1,0,10,5,2,1,0,5,1,4,0,0,8,2,11,3,96,136,0,28,24,3,41,0,0,6,3,0,4,2,0,0,0,2,0,194,17,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,8,8,5,0,0,2,2,0,7
Silas Zehnder,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvan Widmer,52,4115,46,6,5,4,0,0,3,6,1,6,0,17,4,71,152,27,33,5,26,1,11,117,89,33,48,1268,1651,27,47,248,25,237,2,0,13,4,3,4,0,0,0,0,31,0,2932,52,0,0,0,0,2,0,2,1,30,0,0,0,67,9,0,123,120,93,0,0,3,2,3,53
Silvio Proto,2,180,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,59,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,19,0,0,0,0,0,0
Sime Vrsaljko,45,3346,38,7,6,11,0,0,0,6,0,5,1,9,1,79,174,36,34,5,19,9,10,97,64,61,31,1112,1440,28,77,174,22,225,0,1,6,0,0,3,1,0,0,0,21,0,2521,29,0,0,0,0,2,1,24,20,42,0,0,0,27,20,0,109,109,57,0,0,8,0,0,40
Simon Asta,2,100,1,1,0,1,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,1,8,4,1,0,18,35,1,2,4,1,11,0,0,0,0,0,2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1
Simon Falette,70,5990,68,2,4,17,0,1,4,1,0,0,1,42,11,180,16,1,16,1,15,0,49,69,51,82,61,2086,2683,1,157,333,20,293,1,2,34,9,4,8,2,0,0,1,17,0,3700,50,0,0,0,0,0,0,0,0,6,0,0,0,115,13,0,344,333,246,1,2,1,5,1,26
Simon Francis,85,6886,78,7,5,13,1,2,0,4,0,3,1,23,2,123,176,47,56,3,50,2,44,136,99,61,41,2995,3935,43,311,430,33,517,5,6,9,0,0,14,2,0,0,0,32,0,5658,73,0,0,0,0,4,1,21,13,30,2,0,0,124,18,2,463,458,299,0,0,4,0,0,50
Simon Kjaer,51,3877,46,5,12,10,0,0,2,0,0,0,0,23,6,66,1,0,8,1,8,0,48,73,49,52,24,1574,1844,0,131,197,1,223,1,0,21,6,2,2,0,0,0,0,1,0,2404,40,0,0,0,0,0,0,0,0,4,0,0,0,63,11,0,251,251,126,3,2,0,1,2,2
Simon Laner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Mignolet,47,4230,47,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,7,840,1303,0,23,457,4,34,3,1,0,0,0,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,1,41,41,228,0,1,0,0,0,4
Simon Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Pouplin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Rhein,8,496,7,1,3,1,0,1,0,0,0,0,0,1,0,7,9,0,1,0,0,1,1,7,4,5,2,242,284,0,6,45,5,20,0,0,0,0,0,1,0,0,0,0,5,0,353,1,0,0,0,0,2,0,4,4,0,0,0,0,14,0,0,5,5,14,0,0,0,0,0,6
Simon Stefanec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Straudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Terodde,39,2488,27,12,8,6,0,0,10,1,0,1,0,68,24,10,4,0,23,1,22,0,4,20,16,58,65,394,602,0,131,52,7,207,0,0,62,23,10,6,1,0,0,0,28,0,956,150,2,1,1,0,0,0,0,0,16,0,0,0,48,3,0,20,20,11,1,0,32,16,8,18
Simon Zoller,43,1989,20,23,13,6,0,0,4,3,0,3,0,23,7,24,32,5,20,3,16,0,4,21,15,29,19,421,589,5,46,78,11,97,0,0,18,7,4,5,0,0,1,0,15,0,875,67,0,0,0,0,0,0,0,0,15,0,0,0,40,0,0,14,14,23,0,0,11,5,4,35
Simone Aresti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Calvano,15,642,7,8,5,1,0,0,0,0,0,0,0,5,0,16,7,1,2,1,2,0,4,13,12,18,7,182,235,1,15,42,8,43,0,1,2,0,0,3,0,0,0,0,7,0,345,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,14,13,0,0,0,0,0,9
Simone Colombi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
